worker_id,name,skill,experience,rating,workload,availability,latitude,longitude
W0736,Deepak Singh,Carpentry,8,3.2,5,1,29.117217,77.28467
W0737,Vikas Kumar,Electrical,13,4.1,6,1,28.974682,77.093959
W0738,Arun Patel,Gardening,14,4.1,8,0,29.17237,77.515474
W0739,Karan Joshi,Plumbing,13,4.4,5,1,28.570667,77.649932
W0740,Arun Yadav,Gardening,12,3.6,6,1,29.066629,77.615446
W0741,Rohit Joshi,Painting,1,4.0,6,1,28.967536,77.452519
W0742,Mohit Gupta,Painting,11,4.9,10,1,29.133935,77.068336
W0743,Anil Kumar,Plumbing,20,3.1,5,1,28.532032,77.3005
W0744,Sunil Sharma,Gardening,17,4.5,4,0,28.651258,77.688506
W0745,Karan Kumar,Cleaning,15,4.9,6,1,28.534844,77.31086
W0746,Rohit Agarwal,Gardening,14,3.1,8,1,28.427177,77.362822
W0747,Arun Gupta,Painting,14,3.6,6,0,28.483585,77.492001
W0748,Rohit Kumar,Cleaning,4,3.7,5,1,29.012741,77.084963
W0749,Arun Yadav,Plumbing,6,3.9,0,1,28.927424,77.213443
W0750,Mohit Gupta,Plumbing,12,4.6,10,1,28.527801,77.588356
W0751,Karan Mishra,Painting,11,4.5,1,0,28.492925,77.418532
W0752,Vivek Gupta,Carpentry,20,4.1,1,1,28.513358,76.863932
W0753,Vikas Agarwal,Plumbing,6,4.1,9,1,28.974291,77.01004
W0754,Arun Verma,Gardening,15,4.4,0,1,29.025271,76.812752
W0755,Rohit Singh,Cleaning,4,4.9,4,1,28.636397,77.102487
W0756,Manoj Yadav,Carpentry,13,4.5,10,1,29.179774,77.286827
W0757,Pankaj Verma,Cleaning,16,4.9,3,1,29.182131,77.646008
W0758,Rajesh Yadav,Plumbing,15,3.1,4,1,28.493668,76.989729
W0759,Deepak Joshi,Plumbing,6,4.8,9,1,28.950865,77.200444
W0760,Sunil Yadav,Electrical,2,4.9,7,1,28.66793,77.416322
W0761,Karan Sharma,Electrical,18,3.3,0,1,28.468543,77.466531
W0762,Sunil Joshi,Gardening,6,3.0,9,1,28.417234,76.985628
W0763,Pankaj Mishra,Electrical,13,4.1,3,1,28.926467,77.444538
W0764,Anil Mishra,Painting,1,3.7,3,0,28.446776,77.133626
W0765,Manoj Mishra,Painting,14,3.5,9,0,28.681648,77.786837
W0766,Manoj Agarwal,Gardening,10,4.5,5,1,28.838443,77.359919
W0767,Sunil Sharma,Carpentry,6,3.5,6,1,28.899772,77.363931
W0768,Deepak Singh,Painting,11,5.0,6,0,28.81464,77.271423
W0769,Amit Verma,Gardening,8,4.6,4,1,29.181216,77.006077
W0770,Arun Joshi,Plumbing,6,3.7,9,0,28.419593,76.97986
W0771,Manoj Mishra,Gardening,13,4.0,4,0,28.985573,77.119366
W0772,Arun Kumar,Cleaning,8,4.2,10,1,28.673536,77.351796
W0773,Arun Agarwal,Cleaning,16,3.3,1,1,28.453111,76.812637
W0774,Deepak Verma,Painting,2,4.4,5,0,29.001001,77.719024
W0775,Anil Joshi,Painting,10,4.8,9,1,28.96869,77.710227
W0776,Pankaj Sharma,Plumbing,8,4.9,10,0,28.581972,76.812094
W0777,Karan Mishra,Carpentry,12,3.6,0,1,28.536452,77.513475
W0778,Mohit Sharma,Plumbing,16,3.8,5,0,28.453314,77.594344
W0779,Deepak Gupta,Painting,2,3.0,7,1,28.677325,77.54857
W0780,Vikas Kumar,Painting,20,4.6,5,1,28.45263,76.930458
W0781,Manoj Agarwal,Carpentry,2,3.2,9,0,28.618572,77.128549
W0782,Rohit Gupta,Gardening,13,3.2,5,1,28.610114,77.539758
W0783,Vikas Sharma,Electrical,8,3.2,9,0,28.449736,76.984755
W0784,Rohit Sharma,Carpentry,10,4.1,3,0,28.528585,77.582867
W0785,Manoj Joshi,Gardening,12,4.9,7,1,28.957193,77.191448
W0786,Vivek Gupta,Carpentry,5,3.0,9,1,28.964978,77.590559
W0787,Pankaj Joshi,Cleaning,16,3.6,0,1,28.893344,77.652307
W0788,Manoj Kumar,Carpentry,6,3.9,10,1,29.153611,77.116846
W0789,Ravi Verma,Electrical,5,4.7,2,1,28.42096,77.15825
W0790,Mohit Sharma,Gardening,17,4.6,4,0,28.749333,77.052939
W0791,Amit Agarwal,Carpentry,4,3.1,1,1,28.538624,77.354712
W0792,Amit Mishra,Plumbing,9,4.0,9,1,28.955216,76.812001
W0793,Deepak Agarwal,Painting,20,3.4,0,1,28.744646,76.982601
W0794,Mohit Singh,Painting,10,4.5,7,1,28.738779,77.432694
W0795,Karan Sharma,Plumbing,14,3.0,4,1,28.544823,76.967379
W0796,Ravi Gupta,Gardening,14,4.9,0,1,28.638902,77.474474
W0797,Mohit Agarwal,Painting,15,4.1,1,0,29.161071,77.550949
W0798,Suresh Patel,Gardening,11,3.7,9,1,28.743265,77.061924
W0799,Pankaj Gupta,Cleaning,14,4.8,6,1,29.174896,77.646124
W0800,Pankaj Mishra,Plumbing,20,3.8,7,1,28.455372,77.774157
W0801,Arun Verma,Plumbing,3,3.3,1,0,29.06933,76.94643
W0802,Amit Yadav,Gardening,11,4.2,5,1,29.153839,77.569252
W0803,Deepak Singh,Electrical,7,4.9,0,1,28.93099,77.070165
W0804,Vivek Agarwal,Electrical,6,4.2,10,1,29.013357,76.921642
W0805,Vikas Verma,Electrical,14,3.8,6,0,28.428901,77.028404
W0806,Manoj Mishra,Carpentry,6,4.0,3,1,28.884355,76.994157
W0807,Ravi Verma,Painting,4,4.3,3,1,28.936245,77.7645
W0808,Deepak Verma,Carpentry,9,4.9,4,0,28.833925,77.16531
W0809,Amit Sharma,Gardening,18,4.9,10,0,28.701532,77.04421
W0810,Rohit Gupta,Painting,4,4.0,1,1,28.4415,77.572762
W0811,Pankaj Verma,Electrical,20,4.6,3,1,28.929009,77.708799
W0812,Vikas Verma,Electrical,1,3.3,6,0,28.847679,77.465563
W0813,Sunil Gupta,Electrical,9,4.0,8,0,28.692393,77.55485
W0814,Rohit Gupta,Carpentry,9,4.9,0,1,28.703426,76.851161
W0815,Rajesh Verma,Carpentry,8,4.7,1,1,28.650667,77.608543
W0816,Ravi Mishra,Cleaning,2,3.9,8,1,28.512664,77.284824
W0817,Arun Patel,Cleaning,18,4.7,2,1,28.54742,77.658655
W0818,Deepak Patel,Gardening,5,3.6,3,1,28.619834,76.897665
W0819,Rajesh Agarwal,Cleaning,11,3.1,10,1,28.775953,77.087838
W0820,Ravi Gupta,Carpentry,2,3.6,6,1,28.460588,76.853207
W0821,Vikas Yadav,Cleaning,2,3.9,6,1,28.500145,77.330664
W0822,Arun Sharma,Cleaning,14,3.0,7,0,28.869181,77.205734
W0823,Karan Agarwal,Painting,13,4.5,3,1,28.588185,77.754939
W0824,Ravi Gupta,Carpentry,10,4.6,5,1,28.692117,76.899797
W0825,Karan Yadav,Cleaning,19,4.6,6,1,29.194729,77.663974
W0826,Suresh Agarwal,Gardening,9,4.7,3,1,28.851788,76.981739
W0827,Anil Kumar,Electrical,10,3.5,5,1,29.183416,77.355378
W0828,Vivek Joshi,Gardening,16,3.0,5,1,28.800288,77.605798
W0829,Manoj Verma,Cleaning,8,3.5,8,1,29.001701,77.315436
W0830,Vikas Mishra,Carpentry,7,3.9,4,1,28.556459,76.84976
W0831,Karan Yadav,Electrical,13,3.2,10,1,28.690718,77.577877
W0832,Vikas Joshi,Cleaning,8,3.1,1,0,29.109741,77.572954
W0833,Pankaj Yadav,Cleaning,5,4.1,1,0,29.173887,77.792406
W0834,Suresh Verma,Cleaning,9,3.1,6,1,28.513189,77.215639
W0835,Rajesh Verma,Plumbing,20,3.9,5,1,28.840049,77.766709
W0836,Ravi Kumar,Gardening,8,3.7,0,1,28.876719,77.3936
W0837,Manoj Joshi,Cleaning,15,4.9,8,0,28.79406,77.487421
W0838,Pankaj Singh,Plumbing,11,3.1,2,1,28.454301,77.032344
W0839,Vivek Mishra,Electrical,11,4.2,9,1,29.066964,77.292568
W0840,Sunil Verma,Gardening,5,3.2,9,1,28.556232,77.458576
W0841,Karan Kumar,Plumbing,7,3.5,10,1,28.518579,77.15938
W0842,Pankaj Joshi,Gardening,7,4.0,9,1,28.896588,77.402118
W0843,Rohit Mishra,Plumbing,3,3.1,4,1,28.684871,77.182964
W0844,Rajesh Verma,Carpentry,3,3.2,8,0,28.944711,77.522313
W0845,Pankaj Gupta,Painting,16,3.4,4,1,29.014247,77.732065
W0846,Arun Sharma,Cleaning,6,3.3,10,1,28.839305,77.265147
W0847,Suresh Joshi,Carpentry,6,4.4,0,1,28.742661,77.18846
W0848,Vikas Singh,Plumbing,17,4.7,8,0,28.983948,77.689106
W0849,Suresh Sharma,Cleaning,14,4.2,3,1,29.095233,77.48186
W0850,Arun Gupta,Cleaning,12,4.6,10,0,28.41653,77.044714
W0851,Anil Kumar,Cleaning,8,4.0,7,1,28.604593,77.194035
W0852,Anil Gupta,Carpentry,8,4.0,4,1,28.583082,76.906579
W0853,Arun Verma,Electrical,14,4.6,3,1,28.59292,77.648043
W0854,Rajesh Yadav,Painting,1,4.9,7,1,28.476863,77.230496
W0855,Karan Sharma,Electrical,12,3.9,1,1,28.98148,77.271922
W0856,Karan Mishra,Cleaning,2,4.2,3,1,29.14952,77.481543
W0857,Mohit Yadav,Gardening,18,4.2,7,0,28.84462,77.134876
W0858,Vikas Joshi,Plumbing,1,3.3,1,1,28.645657,77.021586
W0859,Sunil Gupta,Carpentry,12,3.3,1,1,28.719737,77.771872
W0860,Karan Verma,Painting,6,4.7,8,1,28.670321,77.714403
W0861,Rohit Verma,Cleaning,18,3.1,1,1,29.043667,77.755512
W0862,Mohit Singh,Plumbing,12,4.2,0,1,28.401216,77.422501
W0863,Anil Joshi,Gardening,7,4.8,8,1,29.015545,77.320125
W0864,Arun Yadav,Cleaning,16,3.7,8,1,28.476159,77.601216
W0865,Deepak Sharma,Cleaning,14,3.4,2,1,28.571616,76.973457
W0866,Amit Gupta,Cleaning,6,3.4,1,1,28.794106,77.437398
W0867,Amit Patel,Gardening,20,4.6,0,1,29.007036,76.930386
W0868,Deepak Patel,Carpentry,6,3.5,0,1,28.7658,77.638813
W0869,Karan Agarwal,Carpentry,20,3.3,6,1,28.992946,77.629286
W0870,Deepak Sharma,Electrical,7,4.7,1,1,29.061159,77.799273
W0871,Pankaj Gupta,Electrical,15,3.8,6,1,29.168257,77.141398
W0872,Ravi Singh,Electrical,11,4.2,4,0,28.510475,77.336689
W0873,Vivek Gupta,Carpentry,2,3.5,8,1,28.849265,76.929204
W0874,Manoj Singh,Carpentry,3,4.2,5,1,28.637043,76.94361
W0875,Arun Singh,Cleaning,4,4.0,2,1,28.419565,77.125526
W0876,Arun Kumar,Plumbing,13,4.1,9,1,29.038313,77.275461
W0877,Ravi Patel,Gardening,7,4.3,5,1,29.141291,77.274946
W0878,Deepak Sharma,Cleaning,17,3.4,6,0,28.429027,77.369263
W0879,Rohit Singh,Carpentry,17,4.3,2,0,29.134985,77.080557
W0880,Rohit Gupta,Painting,8,3.5,5,1,28.846519,77.079956
W0881,Karan Kumar,Electrical,4,3.9,2,0,28.808829,76.914389
W0882,Vikas Singh,Gardening,2,4.0,2,1,28.862076,77.0394
W0883,Manoj Verma,Painting,7,4.2,3,1,29.164859,77.370862
W0884,Manoj Verma,Painting,14,3.8,7,1,28.854925,76.810757
W0885,Pankaj Gupta,Carpentry,10,4.5,0,1,29.058341,77.132276
W0886,Ravi Sharma,Gardening,11,4.3,7,1,28.596025,76.976606
W0887,Arun Verma,Painting,19,3.8,8,1,28.951665,77.737721
W0888,Vikas Yadav,Electrical,3,4.2,7,1,28.709617,76.998714
W0889,Vikas Joshi,Painting,19,3.9,10,1,29.064093,76.807533
W0890,Anil Mishra,Painting,13,3.3,10,0,28.683117,77.65362
W0891,Arun Patel,Plumbing,19,4.6,0,1,28.611888,76.851649
W0892,Vikas Patel,Carpentry,5,4.9,8,1,28.738617,77.157519
W0893,Rohit Gupta,Gardening,17,3.8,7,1,28.908577,76.968793
W0894,Vivek Kumar,Cleaning,13,3.5,10,1,28.468004,77.000937
W0895,Anil Gupta,Painting,1,4.7,4,1,28.809764,77.202837
W0896,Mohit Singh,Electrical,9,3.1,3,1,28.989738,77.73554
W0897,Vivek Kumar,Carpentry,1,4.9,6,1,28.904249,77.565498
W0898,Arun Yadav,Cleaning,5,4.0,1,1,28.97328,77.011302
W0899,Vikas Mishra,Cleaning,3,4.9,1,1,29.03111,77.578788
W0900,Anil Verma,Gardening,14,4.8,3,1,28.831747,77.629901
W0901,Sunil Gupta,Gardening,12,4.0,4,1,28.791039,77.568727
W0902,Amit Kumar,Gardening,16,4.1,8,0,28.888337,77.082226
W0903,Amit Singh,Painting,4,4.7,5,1,28.872696,77.083468
W0904,Deepak Sharma,Electrical,6,3.4,4,0,29.198917,77.248162
W0905,Deepak Joshi,Cleaning,17,3.3,7,1,28.928937,77.564426
W0906,Vivek Joshi,Plumbing,5,3.1,5,0,28.453406,77.720541
W0907,Rajesh Joshi,Plumbing,12,3.4,4,1,28.796726,77.342445
W0908,Manoj Yadav,Plumbing,12,3.7,8,1,28.9011,77.52147
W0909,Ravi Gupta,Carpentry,18,4.1,5,1,28.875505,77.751049
W0910,Pankaj Gupta,Painting,3,4.1,0,1,28.633318,77.713098
W0911,Arun Patel,Gardening,8,4.1,8,0,28.668327,77.354717
W0912,Mohit Gupta,Gardening,12,4.1,7,0,28.824754,77.744138
W0913,Rajesh Kumar,Plumbing,2,3.0,0,1,28.526077,77.632175
W0914,Vikas Joshi,Cleaning,4,4.7,7,0,28.920965,77.393032
W0915,Manoj Joshi,Electrical,8,3.9,4,1,28.672743,77.347243
W0916,Vikas Sharma,Cleaning,7,4.9,1,1,29.050058,77.00427
W0917,Ravi Sharma,Painting,9,3.0,2,1,28.580725,77.010695
W0918,Sunil Yadav,Cleaning,2,3.3,3,1,28.58021,76.899841
W0919,Ravi Patel,Electrical,3,4.8,5,1,29.131348,77.036064
W0920,Mohit Sharma,Cleaning,17,4.8,1,1,28.628258,77.751661
W0921,Manoj Patel,Gardening,19,3.3,10,1,28.925866,77.694955
W0922,Amit Mishra,Painting,14,4.8,5,0,28.986966,76.917105
W0923,Rohit Verma,Carpentry,5,3.6,3,1,28.55505,77.747077
W0924,Vikas Sharma,Electrical,4,3.0,0,1,28.912871,77.258855
W0925,Mohit Gupta,Carpentry,17,3.4,0,1,28.606965,77.028467
W0926,Rajesh Singh,Carpentry,10,4.0,8,1,28.589854,77.500464
W0927,Manoj Singh,Carpentry,16,3.0,0,1,29.066863,77.198717
W0928,Anil Verma,Cleaning,15,4.0,9,1,28.475311,77.368858
W0929,Pankaj Verma,Gardening,7,3.1,8,0,29.190032,77.565711
W0930,Vivek Mishra,Painting,4,4.6,2,1,28.560095,76.947256
W0931,Sunil Patel,Electrical,5,3.5,3,1,28.933194,77.572206
W0932,Rajesh Patel,Cleaning,9,3.2,6,1,28.407777,77.524148
W0933,Ravi Verma,Carpentry,8,4.5,5,1,28.477292,77.163385
W0934,Rajesh Sharma,Electrical,11,3.3,2,1,28.943775,76.890932
W0935,Arun Yadav,Carpentry,4,4.8,9,1,28.945763,77.503182
W0936,Sunil Singh,Cleaning,19,3.3,1,1,28.400638,77.644718
W0937,Deepak Mishra,Gardening,16,4.6,7,1,28.787422,77.301714
W0938,Rohit Patel,Plumbing,11,3.0,6,1,28.646561,77.204181
W0939,Karan Gupta,Gardening,14,4.1,7,1,28.841715,76.923795
W0940,Mohit Yadav,Electrical,7,4.4,10,1,29.188985,77.21485
W0941,Mohit Agarwal,Plumbing,10,4.1,10,1,28.523338,77.025172
W0942,Manoj Gupta,Gardening,18,4.6,6,1,28.534287,76.964727
W0943,Manoj Mishra,Painting,4,3.7,10,1,28.565369,76.990306
W0944,Arun Agarwal,Plumbing,8,4.8,1,1,28.548242,77.743166
W0945,Karan Gupta,Electrical,5,4.2,8,1,28.401921,76.990753
W0946,Pankaj Kumar,Painting,9,3.8,6,1,29.116221,77.182083
W0947,Vikas Kumar,Gardening,20,4.4,0,1,28.767629,76.900404
W0948,Vivek Singh,Cleaning,19,4.7,0,1,28.929889,77.453589
W0949,Deepak Sharma,Cleaning,9,3.2,2,1,28.671815,77.271318
W0950,Vivek Gupta,Cleaning,17,4.2,6,1,28.439945,77.183287
W0951,Pankaj Mishra,Painting,19,3.9,5,1,28.704842,77.714579
W0952,Manoj Verma,Gardening,11,3.3,5,1,28.769306,76.801364
W0953,Mohit Joshi,Cleaning,14,3.9,3,0,28.67518,76.925606
W0954,Vivek Agarwal,Electrical,14,4.6,2,1,29.011374,77.763914
W0955,Anil Singh,Cleaning,7,3.1,8,1,28.681195,77.748617
W0956,Sunil Yadav,Painting,7,4.5,4,1,28.778474,77.230339
W0957,Rajesh Gupta,Cleaning,15,4.6,9,0,28.820911,77.238287
W0958,Vikas Verma,Painting,3,3.1,3,1,28.505522,77.497629
W0959,Sunil Singh,Plumbing,20,4.9,3,0,28.553584,77.280466
W0960,Deepak Patel,Carpentry,16,4.9,2,1,28.589872,77.128524
W0961,Arun Sharma,Carpentry,14,4.5,8,1,28.805872,77.440357
W0962,Anil Verma,Cleaning,12,3.4,3,0,28.999363,77.099887
W0963,Amit Verma,Gardening,15,4.6,6,1,28.730372,77.332121
W0964,Sunil Agarwal,Cleaning,8,3.9,7,0,28.482912,77.30302
W0965,Arun Yadav,Plumbing,15,4.1,7,0,29.050839,77.329673
W0966,Arun Agarwal,Painting,14,4.1,10,1,28.765085,77.231394
W0967,Vikas Sharma,Electrical,11,4.2,7,0,28.806712,76.991817
W0968,Rohit Agarwal,Painting,8,3.5,4,1,29.12051,77.153682
W0969,Manoj Patel,Carpentry,17,4.1,9,1,28.53366,77.047445
W0970,Amit Kumar,Plumbing,4,4.2,10,1,29.025968,76.856102
W0971,Suresh Gupta,Painting,15,3.9,4,1,28.717769,77.166034
W0972,Karan Gupta,Electrical,16,4.6,4,1,29.046576,77.499374
W0973,Pankaj Yadav,Cleaning,19,3.7,6,1,29.02279,76.953138
W0974,Deepak Mishra,Electrical,15,4.7,0,1,28.9249,77.765231
W0975,Sunil Singh,Carpentry,19,3.1,7,1,29.073579,77.683044
W0976,Rohit Mishra,Gardening,10,3.9,10,1,28.915206,77.608106
W0977,Suresh Patel,Cleaning,15,3.6,8,1,28.912,77.113292
W0978,Amit Joshi,Carpentry,19,4.4,7,0,28.949887,77.473369
W0979,Sunil Patel,Plumbing,16,4.2,10,1,29.021587,77.223542
W0980,Rohit Yadav,Painting,20,3.5,1,0,28.816724,77.17719
W0981,Vivek Agarwal,Gardening,2,4.0,0,1,29.007384,76.97964
W0982,Rajesh Verma,Cleaning,18,4.5,0,1,28.831135,77.250413
W0983,Anil Verma,Carpentry,8,4.7,1,0,28.705629,77.47086
W0984,Mohit Patel,Gardening,4,4.3,2,1,29.066847,76.811288
W0985,Sunil Patel,Painting,8,4.2,9,0,28.70708,77.272476
W0986,Rajesh Gupta,Gardening,12,4.7,7,1,28.94433,77.024424
W0987,Arun Mishra,Carpentry,15,4.7,0,1,29.087391,77.777162
W0988,Suresh Patel,Cleaning,9,4.9,4,1,28.601713,77.691232
W0989,Arun Kumar,Gardening,2,4.3,5,0,28.838787,77.716925
W0990,Arun Gupta,Plumbing,15,4.2,5,0,28.713637,77.438661
W0991,Mohit Gupta,Painting,6,4.6,2,1,28.939905,77.015763
W0992,Ravi Yadav,Plumbing,18,4.1,10,1,28.408019,77.331472
W0993,Ravi Singh,Plumbing,2,4.0,4,1,28.92389,77.188391
W0994,Manoj Patel,Carpentry,2,3.5,5,0,28.867392,77.776212
W0995,Rajesh Verma,Gardening,11,3.2,2,1,28.658316,77.391199
W0996,Karan Yadav,Painting,6,4.3,10,1,29.020082,77.41637
W0997,Ravi Patel,Painting,2,4.2,10,1,29.004696,77.508806
W0998,Suresh Gupta,Plumbing,15,4.2,5,1,29.165682,77.422572
W0999,Karan Mishra,Carpentry,19,3.3,8,0,28.724381,77.188591
W1000,Vikas Singh,Electrical,20,4.3,8,0,28.729482,77.569569
