request_id,requested_service,requested_problem,customer_latitude,customer_longitude,worker_id,worker_name,worker_skill,worker_experience,worker_rating,worker_workload,worker_availability,worker_latitude,worker_longitude,distance_km,skill_match,distance_score,experience_score,rating_score,availability_score,workload_score,successful_match
R0754,Painting,Exterior Painting,28.493653,77.081351,W0350,Pankaj Singh,Painting,10,3.6,0,0,29.053653,77.090275,62.28,1,0.01580278128950695,0.5,0.72,0,1.0,0
R0754,Painting,Exterior Painting,28.493653,77.081351,W0971,Suresh Gupta,Painting,15,3.9,4,1,28.717769,77.166034,26.26,1,0.036683785766691124,0.75,0.78,1,0.6,1
R0754,Painting,Exterior Painting,28.493653,77.081351,W0066,Vivek Singh,Painting,2,3.7,6,1,28.685583,77.531371,48.85,1,0.020060180541624874,0.1,0.74,1,0.4,1
R0754,Painting,Exterior Painting,28.493653,77.081351,W0889,Vikas Joshi,Painting,19,3.9,10,1,29.064093,76.807533,68.82,1,0.014322543683758238,0.95,0.78,1,0.0,1
R0754,Painting,Exterior Painting,28.493653,77.081351,W0810,Rohit Gupta,Painting,4,4.0,1,1,28.4415,77.572762,48.38,1,0.02025111381125962,0.2,0.8,1,0.9,1
R0754,Painting,Exterior Painting,28.493653,77.081351,W0383,Karan Gupta,Painting,14,3.1,8,1,29.183075,77.036155,76.79,1,0.012855122766422419,0.7,0.62,1,0.19999999999999996,1
R0754,Painting,Exterior Painting,28.493653,77.081351,W0108,Sunil Singh,Painting,10,4.0,9,1,28.846017,77.521035,58.1,1,0.01692047377326565,0.5,0.8,1,0.09999999999999998,0
R0754,Painting,Exterior Painting,28.493653,77.081351,W0345,Sunil Joshi,Gardening,17,3.2,1,1,29.02417,77.748724,87.82,0,0.011258725512272012,0.85,0.64,1,0.9,1
R0754,Painting,Exterior Painting,28.493653,77.081351,W0984,Mohit Patel,Gardening,4,4.3,2,1,29.066847,76.811288,68.96,0,0.014293882218410521,0.2,0.86,1,0.8,1
R0754,Painting,Exterior Painting,28.493653,77.081351,W0493,Deepak Mishra,Electrical,13,3.9,4,1,28.9562,77.440759,62.24,0,0.015812776723592662,0.65,0.78,1,0.6,1
R0755,Cleaning,Kitchen Cleaning,28.759268,77.257575,W0688,Deepak Yadav,Cleaning,16,3.6,9,1,28.488527,77.397233,33.05,1,0.029368575624082235,0.8,0.72,1,0.09999999999999998,1
R0755,Cleaning,Kitchen Cleaning,28.759268,77.257575,W0248,Ravi Kumar,Cleaning,13,4.3,1,0,28.53863,77.118253,28.05,1,0.03442340791738382,0.65,0.86,0,0.9,1
R0755,Cleaning,Kitchen Cleaning,28.759268,77.257575,W0949,Deepak Sharma,Cleaning,9,3.2,2,1,28.671815,77.271318,9.82,1,0.09242144177449169,0.45,0.64,1,0.8,1
R0755,Cleaning,Kitchen Cleaning,28.759268,77.257575,W0538,Sunil Yadav,Cleaning,8,3.7,10,1,29.063335,77.090327,37.53,1,0.025953802232026993,0.4,0.74,1,0.0,1
R0755,Cleaning,Kitchen Cleaning,28.759268,77.257575,W0918,Sunil Yadav,Cleaning,2,3.3,3,1,28.58021,76.899841,40.18,1,0.02428363283147159,0.1,0.6599999999999999,1,0.7,0
R0755,Cleaning,Kitchen Cleaning,28.759268,77.257575,W0518,Deepak Yadav,Cleaning,13,3.2,4,1,29.01931,77.084707,33.46,1,0.02901915264074289,0.65,0.64,1,0.6,1
R0755,Cleaning,Kitchen Cleaning,28.759268,77.257575,W0928,Anil Verma,Cleaning,15,4.0,9,1,28.475311,77.368858,33.39,1,0.02907822041291073,0.75,0.8,1,0.09999999999999998,1
R0755,Cleaning,Kitchen Cleaning,28.759268,77.257575,W0830,Vikas Mishra,Carpentry,7,3.9,4,1,28.556459,76.84976,45.74,0,0.021394950791613177,0.35,0.78,1,0.6,0
R0755,Cleaning,Kitchen Cleaning,28.759268,77.257575,W0711,Rohit Patel,Painting,19,4.3,9,0,28.552307,76.857543,45.31,0,0.021593608291945583,0.95,0.86,0,0.09999999999999998,0
R0755,Cleaning,Kitchen Cleaning,28.759268,77.257575,W0534,Vivek Gupta,Gardening,1,4.5,9,1,28.949868,76.815293,48.01,0,0.020403999183840033,0.05,0.9,1,0.09999999999999998,0
R0756,Painting,Exterior Painting,28.889807,77.275386,W0951,Pankaj Mishra,Painting,19,3.9,5,1,28.704842,77.714579,47.48,1,0.020627062706270627,0.95,0.78,1,0.5,1
R0756,Painting,Exterior Painting,28.889807,77.275386,W0515,Amit Sharma,Painting,5,4.4,3,1,28.457954,76.830442,64.73,1,0.015213753232922561,0.25,0.8800000000000001,1,0.7,1
R0756,Painting,Exterior Painting,28.889807,77.275386,W0765,Manoj Mishra,Painting,14,3.5,9,0,28.681648,77.786837,54.96,1,0.017869907076483203,0.7,0.7,0,0.09999999999999998,1
R0756,Painting,Exterior Painting,28.889807,77.275386,W0884,Manoj Verma,Painting,14,3.8,7,1,28.854925,76.810757,45.41,1,0.021547080370609786,0.7,0.76,1,0.30000000000000004,0
R0756,Painting,Exterior Painting,28.889807,77.275386,W0452,Ravi Sharma,Painting,8,4.0,2,1,29.193743,77.018535,42.02,1,0.02324500232450023,0.4,0.8,1,0.8,1
R0756,Painting,Exterior Painting,28.889807,77.275386,W0273,Vivek Verma,Painting,7,3.4,10,1,28.619878,77.576451,41.98,1,0.02326663564448581,0.35,0.6799999999999999,1,0.0,1
R0756,Painting,Exterior Painting,28.889807,77.275386,W0930,Vivek Mishra,Painting,4,4.6,2,1,28.560095,76.947256,48.66,1,0.02013693113169553,0.2,0.9199999999999999,1,0.8,1
R0756,Painting,Exterior Painting,28.889807,77.275386,W0913,Rajesh Kumar,Plumbing,2,3.0,0,1,28.526077,77.632175,53.35,0,0.01839926402943882,0.1,0.6,1,1.0,0
R0756,Painting,Exterior Painting,28.889807,77.275386,W0216,Vikas Mishra,Gardening,12,4.9,4,1,28.838095,77.024128,25.13,0,0.03827018752391887,0.6,0.9800000000000001,1,0.6,0
R0756,Painting,Exterior Painting,28.889807,77.275386,W0522,Mohit Agarwal,Plumbing,7,3.1,2,1,28.541055,77.531573,46.13,0,0.02121790791427965,0.35,0.62,1,0.8,0
R0757,Painting,Exterior Painting,28.570468,77.583,W0177,Vikas Gupta,Painting,6,4.1,6,1,29.027541,77.511494,51.3,1,0.019120458891013385,0.3,0.82,1,0.4,0
R0757,Painting,Exterior Painting,28.570468,77.583,W0268,Deepak Agarwal,Painting,12,3.3,9,1,28.733311,77.728544,23.01,1,0.04164931278633902,0.6,0.6599999999999999,1,0.09999999999999998,0
R0757,Painting,Exterior Painting,28.570468,77.583,W0320,Karan Singh,Painting,8,4.8,5,1,29.128068,77.548012,62.1,1,0.01584786053882726,0.4,0.96,1,0.5,1
R0757,Painting,Exterior Painting,28.570468,77.583,W0966,Arun Agarwal,Painting,14,4.1,10,1,28.765085,77.231394,40.56,1,0.02406159769008662,0.7,0.82,1,0.0,1
R0757,Painting,Exterior Painting,28.570468,77.583,W0108,Sunil Singh,Painting,10,4.0,9,1,28.846017,77.521035,31.23,1,0.031026993484331366,0.5,0.8,1,0.09999999999999998,1
R0757,Painting,Exterior Painting,28.570468,77.583,W0556,Karan Verma,Painting,10,4.2,5,1,28.652818,76.981189,59.46,1,0.016539861065167052,0.5,0.8400000000000001,1,0.5,1
R0757,Painting,Exterior Painting,28.570468,77.583,W0346,Deepak Sharma,Painting,13,4.5,2,1,28.537388,77.01112,55.98,1,0.01755001755001755,0.65,0.9,1,0.8,1
R0757,Painting,Exterior Painting,28.570468,77.583,W0803,Deepak Singh,Electrical,7,4.9,0,1,28.93099,77.070165,64.08,0,0.015365703749231715,0.35,0.9800000000000001,1,1.0,0
R0757,Painting,Exterior Painting,28.570468,77.583,W0323,Rajesh Verma,Electrical,15,3.9,8,0,28.658818,77.438427,17.2,0,0.054945054945054944,0.75,0.78,0,0.19999999999999996,0
R0757,Painting,Exterior Painting,28.570468,77.583,W0179,Amit Mishra,Carpentry,19,3.3,0,1,29.14495,77.000748,85.42,0,0.011571395510298541,0.95,0.6599999999999999,1,1.0,1
R0758,Gardening,Lawn Maintenance,29.151246,77.550153,W0398,Manoj Agarwal,Gardening,7,4.8,4,0,28.468346,77.514012,76.02,1,0.012983640612827838,0.35,0.96,0,0.6,0
R0758,Gardening,Lawn Maintenance,29.151246,77.550153,W0989,Arun Kumar,Gardening,2,4.3,5,0,28.838787,77.716925,38.34,1,0.02541942043721403,0.1,0.86,0,0.5,0
R0758,Gardening,Lawn Maintenance,29.151246,77.550153,W0981,Vivek Agarwal,Gardening,2,4.0,0,1,29.007384,76.97964,57.7,1,0.017035775127768313,0.1,0.8,1,1.0,1
R0758,Gardening,Lawn Maintenance,29.151246,77.550153,W0882,Vikas Singh,Gardening,2,4.0,2,1,28.862076,77.0394,59.17,1,0.016619577862722286,0.1,0.8,1,0.8,1
R0758,Gardening,Lawn Maintenance,29.151246,77.550153,W0929,Pankaj Verma,Gardening,7,3.1,8,0,29.190032,77.565711,4.57,1,0.17953321364452424,0.35,0.62,0,0.19999999999999996,1
R0758,Gardening,Lawn Maintenance,29.151246,77.550153,W0280,Rajesh Agarwal,Gardening,18,3.6,3,1,28.548076,76.928122,90.38,1,0.01094331363536879,0.9,0.72,1,0.7,1
R0758,Gardening,Lawn Maintenance,29.151246,77.550153,W0686,Pankaj Yadav,Gardening,12,4.2,4,1,29.008269,77.267488,31.74,1,0.03054367745876604,0.6,0.8400000000000001,1,0.6,1
R0758,Gardening,Lawn Maintenance,29.151246,77.550153,W0739,Karan Joshi,Plumbing,13,4.4,5,1,28.570667,77.649932,65.28,0,0.015087507543753771,0.65,0.8800000000000001,1,0.5,0
R0758,Gardening,Lawn Maintenance,29.151246,77.550153,W0148,Vivek Singh,Electrical,14,4.4,2,1,29.158136,77.164403,37.47,0,0.025994281258123215,0.7,0.8800000000000001,1,0.8,0
R0758,Gardening,Lawn Maintenance,29.151246,77.550153,W0096,Ravi Singh,Painting,14,4.4,9,1,28.450993,77.032561,92.77,0,0.010664391596459422,0.7,0.8800000000000001,1,0.09999999999999998,1
R0759,Carpentry,Cabinet Repair,28.405346,77.256818,W0417,Karan Joshi,Carpentry,16,4.5,9,1,28.747303,77.785105,64.09,1,0.015363343063450606,0.8,0.9,1,0.09999999999999998,0
R0759,Carpentry,Cabinet Repair,28.405346,77.256818,W0960,Deepak Patel,Carpentry,16,4.9,2,1,28.589872,77.128524,24.05,1,0.03992015968063872,0.8,0.9800000000000001,1,0.8,1
R0759,Carpentry,Cabinet Repair,28.405346,77.256818,W0259,Vikas Gupta,Carpentry,11,3.8,1,1,29.114737,77.129326,79.85,1,0.012368583797155226,0.55,0.76,1,0.9,1
R0759,Carpentry,Cabinet Repair,28.405346,77.256818,W0004,Mohit Verma,Carpentry,12,4.6,6,1,28.496527,77.609808,35.97,1,0.02704895861509332,0.6,0.9199999999999999,1,0.4,1
R0759,Carpentry,Cabinet Repair,28.405346,77.256818,W0275,Vikas Patel,Carpentry,15,3.2,10,1,28.920158,77.255305,57.24,1,0.01717032967032967,0.75,0.64,1,0.0,0
R0759,Carpentry,Cabinet Repair,28.405346,77.256818,W0006,Rajesh Patel,Carpentry,18,3.9,0,1,29.095892,77.065598,79.02,1,0.012496875781054738,0.9,0.78,1,1.0,1
R0759,Carpentry,Cabinet Repair,28.405346,77.256818,W0659,Suresh Patel,Carpentry,17,3.1,10,1,28.523104,77.140537,17.34,1,0.05452562704471101,0.85,0.62,1,0.0,0
R0759,Carpentry,Cabinet Repair,28.405346,77.256818,W0738,Arun Patel,Gardening,14,4.1,8,0,29.17237,77.515474,88.94,0,0.011118523460084502,0.7,0.82,0,0.19999999999999996,0
R0759,Carpentry,Cabinet Repair,28.405346,77.256818,W0914,Vikas Joshi,Cleaning,4,4.7,7,0,28.920965,77.393032,58.85,0,0.01670843776106934,0.2,0.9400000000000001,0,0.30000000000000004,0
R0759,Carpentry,Cabinet Repair,28.405346,77.256818,W0606,Deepak Sharma,Painting,6,3.4,8,1,28.696081,76.988903,41.59,0,0.0234796900680911,0.3,0.6799999999999999,1,0.19999999999999996,0
R0760,Painting,Room Painting,29.017841,77.645667,W0061,Karan Sharma,Painting,15,3.6,8,0,28.689643,76.935559,78.2,1,0.012626262626262626,0.75,0.72,0,0.19999999999999996,1
R0760,Painting,Room Painting,29.017841,77.645667,W0431,Manoj Sharma,Painting,20,4.8,4,1,28.944796,76.955703,67.6,1,0.01457725947521866,1.0,0.96,1,0.6,1
R0760,Painting,Room Painting,29.017841,77.645667,W0980,Rohit Yadav,Painting,20,3.5,1,0,28.816724,77.17719,50.79,1,0.019308746862328634,1.0,0.7,0,0.9,0
R0760,Painting,Room Painting,29.017841,77.645667,W0971,Suresh Gupta,Painting,15,3.9,4,1,28.717769,77.166034,57.4,1,0.017123287671232876,0.75,0.78,1,0.6,1
R0760,Painting,Room Painting,29.017841,77.645667,W0956,Sunil Yadav,Painting,7,4.5,4,1,28.778474,77.230339,48.41,1,0.020238818053025704,0.35,0.9,1,0.6,1
R0760,Painting,Room Painting,29.017841,77.645667,W0529,Karan Patel,Painting,2,3.0,0,1,29.087461,77.588395,9.54,1,0.09487666034155598,0.1,0.6,1,1.0,0
R0760,Painting,Room Painting,29.017841,77.645667,W0682,Suresh Mishra,Painting,8,3.1,2,1,28.453487,77.093253,82.7,1,0.01194743130227001,0.4,0.62,1,0.8,1
R0760,Painting,Room Painting,29.017841,77.645667,W0718,Manoj Kumar,Electrical,5,3.9,9,1,28.568342,76.990511,81.08,0,0.012183235867446395,0.25,0.78,1,0.09999999999999998,0
R0760,Painting,Room Painting,29.017841,77.645667,W0167,Karan Sharma,Carpentry,2,3.6,6,1,28.999534,77.448835,19.25,0,0.04938271604938271,0.1,0.72,1,0.4,0
R0760,Painting,Room Painting,29.017841,77.645667,W0581,Vivek Singh,Cleaning,19,3.5,0,1,29.070045,77.095224,53.82,0,0.018241517694272163,0.95,0.7,1,1.0,1
R0761,Gardening,Tree Trimming,28.900164,76.914237,W0769,Amit Verma,Gardening,8,4.6,4,1,29.181216,77.006077,32.5,1,0.029850746268656716,0.4,0.9199999999999999,1,0.6,1
R0761,Gardening,Tree Trimming,28.900164,76.914237,W0124,Amit Yadav,Gardening,15,4.8,9,0,28.834461,76.970992,9.16,1,0.09842519685039369,0.75,0.96,0,0.09999999999999998,1
R0761,Gardening,Tree Trimming,28.900164,76.914237,W0448,Deepak Singh,Gardening,4,4.1,9,1,28.837179,77.136435,22.74,1,0.04212299915754002,0.2,0.82,1,0.09999999999999998,0
R0761,Gardening,Tree Trimming,28.900164,76.914237,W0254,Rohit Mishra,Gardening,3,4.9,0,1,28.595892,77.723533,85.85,1,0.011514104778353483,0.15,0.9800000000000001,1,1.0,0
R0761,Gardening,Tree Trimming,28.900164,76.914237,W0391,Vikas Yadav,Gardening,13,4.6,10,0,28.949833,77.053546,14.64,1,0.0639386189258312,0.65,0.9199999999999999,0,0.0,1
R0761,Gardening,Tree Trimming,28.900164,76.914237,W0288,Deepak Patel,Gardening,12,3.6,0,1,29.141435,77.114808,33.17,1,0.029265437518290898,0.6,0.72,1,1.0,0
R0761,Gardening,Tree Trimming,28.900164,76.914237,W0863,Anil Joshi,Gardening,7,4.8,8,1,29.015545,77.320125,41.52,1,0.023518344308560677,0.35,0.96,1,0.19999999999999996,1
R0761,Gardening,Tree Trimming,28.900164,76.914237,W0407,Ravi Mishra,Plumbing,9,4.9,4,1,29.031555,77.291671,39.52,0,0.024679170779861793,0.45,0.9800000000000001,1,0.6,1
R0761,Gardening,Tree Trimming,28.900164,76.914237,W0723,Arun Singh,Cleaning,7,4.3,7,1,29.142536,77.288626,45.29,0,0.02160293799956794,0.35,0.86,1,0.30000000000000004,0
R0761,Gardening,Tree Trimming,28.900164,76.914237,W0262,Ravi Yadav,Plumbing,9,3.5,5,1,28.413901,77.694778,93.4,0,0.01059322033898305,0.45,0.7,1,0.5,1
R0762,Electrical,Wiring,28.698844,77.055353,W0184,Amit Kumar,Electrical,20,3.5,6,1,28.828845,77.057638,14.46,1,0.0646830530401035,1.0,0.7,1,0.4,1
R0762,Electrical,Wiring,28.698844,77.055353,W0619,Anil Singh,Electrical,14,3.7,8,0,28.965009,77.569374,58.16,1,0.016903313049357674,0.7,0.74,0,0.19999999999999996,0
R0762,Electrical,Wiring,28.698844,77.055353,W0357,Deepak Gupta,Electrical,14,4.3,1,1,28.549856,77.110067,17.41,1,0.054318305268875614,0.7,0.86,1,0.9,1
R0762,Electrical,Wiring,28.698844,77.055353,W0113,Rohit Yadav,Electrical,11,4.5,5,1,28.553737,77.495679,45.91,1,0.02131741632914091,0.55,0.9,1,0.5,1
R0762,Electrical,Wiring,28.698844,77.055353,W0660,Vikas Verma,Electrical,18,4.2,5,1,28.534576,76.968758,20.13,1,0.047326076668244205,0.9,0.8400000000000001,1,0.5,1
R0762,Electrical,Wiring,28.698844,77.055353,W0382,Suresh Singh,Electrical,12,3.9,5,1,28.96635,76.953449,31.36,1,0.030902348578491966,0.6,0.78,1,0.5,0
R0762,Electrical,Wiring,28.698844,77.055353,W0509,Suresh Verma,Electrical,14,3.6,4,1,28.497742,77.194971,26.19,1,0.036778227289444645,0.7,0.72,1,0.6,0
R0762,Electrical,Wiring,28.698844,77.055353,W0828,Vivek Joshi,Gardening,16,3.0,5,1,28.800288,77.605798,54.83,0,0.017911517105498837,0.8,0.6,1,0.5,0
R0762,Electrical,Wiring,28.698844,77.055353,W0003,Mohit Kumar,Gardening,2,3.8,7,1,28.701854,77.306128,24.46,0,0.03927729772191673,0.1,0.76,1,0.30000000000000004,1
R0762,Electrical,Wiring,28.698844,77.055353,W0938,Rohit Patel,Plumbing,11,3.0,6,1,28.646561,77.204181,15.64,0,0.06009615384615384,0.55,0.6,1,0.4,0
R0763,Carpentry,Furniture Repair,28.440391,77.627976,W0302,Ravi Kumar,Carpentry,14,3.9,5,1,28.878228,77.669955,48.86,1,0.020056157240272765,0.7,0.78,1,0.5,1
R0763,Carpentry,Furniture Repair,28.440391,77.627976,W0925,Mohit Gupta,Carpentry,17,3.4,0,1,28.606965,77.028467,61.43,1,0.016017940092904054,0.85,0.6799999999999999,1,1.0,1
R0763,Carpentry,Furniture Repair,28.440391,77.627976,W0528,Vivek Kumar,Carpentry,3,3.5,0,1,29.039951,77.644301,66.69,1,0.014773230905599056,0.15,0.7,1,1.0,1
R0763,Carpentry,Furniture Repair,28.440391,77.627976,W0145,Ravi Verma,Carpentry,16,4.5,2,1,28.913112,77.006777,80.22,1,0.012312238364934745,0.8,0.9,1,0.8,0
R0763,Carpentry,Furniture Repair,28.440391,77.627976,W0229,Pankaj Yadav,Carpentry,18,3.2,4,1,28.972876,77.001438,85.09,1,0.011615750958299453,0.9,0.64,1,0.6,1
R0763,Carpentry,Furniture Repair,28.440391,77.627976,W0781,Manoj Agarwal,Carpentry,2,3.2,9,0,28.618572,77.128549,52.66,1,0.018635855385762207,0.1,0.64,0,0.09999999999999998,0
R0763,Carpentry,Furniture Repair,28.440391,77.627976,W0927,Manoj Singh,Carpentry,16,3.0,0,1,29.066863,77.198717,81.26,1,0.012156576707999026,0.8,0.6,1,1.0,0
R0763,Carpentry,Furniture Repair,28.440391,77.627976,W0371,Sunil Sharma,Electrical,4,4.5,8,1,28.864288,76.864759,88.14,0,0.01121830827911151,0.2,0.9,1,0.19999999999999996,0
R0763,Carpentry,Furniture Repair,28.440391,77.627976,W0271,Vikas Mishra,Cleaning,20,3.9,0,1,28.780649,77.541707,38.76,0,0.025150905432595575,1.0,0.78,1,1.0,0
R0763,Carpentry,Furniture Repair,28.440391,77.627976,W0728,Arun Mishra,Plumbing,12,3.2,5,1,28.887216,77.51361,50.92,0,0.01926040061633282,0.6,0.64,1,0.5,0
R0764,Painting,Exterior Painting,28.901989,77.177994,W0337,Vikas Verma,Painting,14,3.7,10,1,28.959405,77.732731,54.36,1,0.018063583815028903,0.7,0.74,1,0.0,0
R0764,Painting,Exterior Painting,28.901989,77.177994,W0436,Rohit Kumar,Painting,3,4.0,10,1,28.781289,77.205235,13.68,1,0.0681198910081744,0.15,0.8,1,0.0,1
R0764,Painting,Exterior Painting,28.901989,77.177994,W0281,Karan Agarwal,Painting,17,4.0,9,1,28.604726,77.187096,33.07,1,0.0293513354857646,0.85,0.8,1,0.09999999999999998,0
R0764,Painting,Exterior Painting,28.901989,77.177994,W0166,Rohit Patel,Painting,10,3.4,5,1,28.486744,77.165851,46.19,1,0.021190930281839375,0.5,0.6799999999999999,1,0.5,0
R0764,Painting,Exterior Painting,28.901989,77.177994,W0274,Mohit Sharma,Painting,8,4.9,1,0,28.510116,77.215738,43.73,1,0.0223563603845294,0.4,0.9800000000000001,0,0.9,1
R0764,Painting,Exterior Painting,28.901989,77.177994,W0663,Deepak Patel,Painting,1,4.5,2,1,29.19238,77.529547,47.02,1,0.02082465639316951,0.05,0.9,1,0.8,1
R0764,Painting,Exterior Painting,28.901989,77.177994,W0108,Sunil Singh,Painting,10,4.0,9,1,28.846017,77.521035,33.98,1,0.028587764436821043,0.5,0.8,1,0.09999999999999998,1
R0764,Painting,Exterior Painting,28.901989,77.177994,W0776,Pankaj Sharma,Plumbing,8,4.9,10,0,28.581972,76.812094,50.39,0,0.01945903872348706,0.4,0.9800000000000001,0,0.0,0
R0764,Painting,Exterior Painting,28.901989,77.177994,W0931,Sunil Patel,Electrical,5,3.5,3,1,28.933194,77.572206,38.53,0,0.02529724260055654,0.25,0.7,1,0.7,1
R0764,Painting,Exterior Painting,28.901989,77.177994,W0953,Mohit Joshi,Cleaning,14,3.9,3,0,28.67518,76.925606,35.23,0,0.027601435274634285,0.7,0.78,0,0.7,1
R0765,Plumbing,Bathroom Repair,28.708491,77.781182,W0750,Mohit Gupta,Plumbing,12,4.6,10,1,28.527801,77.588356,27.53,1,0.03505082369435682,0.6,0.9199999999999999,1,0.0,1
R0765,Plumbing,Bathroom Repair,28.708491,77.781182,W0553,Suresh Patel,Plumbing,14,4.3,10,1,28.794864,77.445975,34.06,1,0.028522532800912718,0.7,0.86,1,0.0,1
R0765,Plumbing,Bathroom Repair,28.708491,77.781182,W0297,Arun Gupta,Plumbing,18,3.8,6,1,28.74383,77.766345,4.19,1,0.19267822736030826,0.9,0.76,1,0.4,1
R0765,Plumbing,Bathroom Repair,28.708491,77.781182,W0551,Arun Gupta,Plumbing,2,4.0,8,0,28.437292,77.37966,49.46,1,0.019817677368212445,0.1,0.8,0,0.19999999999999996,1
R0765,Plumbing,Bathroom Repair,28.708491,77.781182,W0502,Vivek Kumar,Plumbing,19,4.1,3,1,28.923148,77.222896,59.4,1,0.016556291390728478,0.95,0.82,1,0.7,1
R0765,Plumbing,Bathroom Repair,28.708491,77.781182,W0149,Vikas Verma,Plumbing,4,3.0,0,0,29.124938,77.427795,57.68,1,0.017041581458759374,0.2,0.6,0,1.0,0
R0765,Plumbing,Bathroom Repair,28.708491,77.781182,W0159,Anil Agarwal,Plumbing,16,3.9,7,1,28.998141,77.344612,53.34,1,0.01840264998159735,0.8,0.78,1,0.30000000000000004,1
R0765,Plumbing,Bathroom Repair,28.708491,77.781182,W0588,Sunil Agarwal,Gardening,6,3.1,3,1,28.806818,76.905418,86.07,0,0.011485012059262664,0.3,0.62,1,0.7,1
R0765,Plumbing,Bathroom Repair,28.708491,77.781182,W0936,Sunil Singh,Cleaning,19,3.3,1,1,28.400638,77.644718,36.73,0,0.0265041081367612,0.95,0.6599999999999999,1,0.9,0
R0765,Plumbing,Bathroom Repair,28.708491,77.781182,W0512,Anil Mishra,Gardening,7,4.1,7,1,28.876208,77.501794,33.0,0,0.029411764705882353,0.35,0.82,1,0.30000000000000004,1
R0766,Electrical,Wiring,29.149014,77.266253,W0931,Sunil Patel,Electrical,5,3.5,3,1,28.933194,77.572206,38.22,1,0.025497195308516064,0.25,0.7,1,0.7,0
R0766,Electrical,Wiring,29.149014,77.266253,W0113,Rohit Yadav,Electrical,11,4.5,5,1,28.553737,77.495679,69.86,1,0.014112334180073384,0.55,0.9,1,0.5,1
R0766,Electrical,Wiring,29.149014,77.266253,W0187,Rohit Patel,Electrical,7,3.2,9,1,28.578037,77.488831,67.09,1,0.0146864444118079,0.35,0.64,1,0.09999999999999998,1
R0766,Electrical,Wiring,29.149014,77.266253,W0234,Karan Agarwal,Electrical,13,3.0,6,1,28.875486,77.069607,35.93,1,0.027078256160303276,0.65,0.6,1,0.4,1
R0766,Electrical,Wiring,29.149014,77.266253,W0611,Vivek Agarwal,Electrical,18,3.9,6,1,29.131751,76.851044,40.37,1,0.024172105390379502,0.9,0.78,1,0.4,1
R0766,Electrical,Wiring,29.149014,77.266253,W0105,Mohit Mishra,Electrical,5,3.9,0,1,29.136786,77.178097,8.67,1,0.10341261633919338,0.25,0.78,1,1.0,0
R0766,Electrical,Wiring,29.149014,77.266253,W0084,Mohit Sharma,Electrical,20,3.3,5,1,29.165622,77.418929,14.94,1,0.06273525721455459,1.0,0.6599999999999999,1,0.5,1
R0766,Electrical,Wiring,29.149014,77.266253,W0368,Manoj Mishra,Plumbing,8,3.7,9,0,29.159402,77.012581,24.66,0,0.03897116134060795,0.4,0.74,0,0.09999999999999998,0
R0766,Electrical,Wiring,29.149014,77.266253,W0692,Anil Agarwal,Cleaning,12,4.5,0,1,28.659967,76.841927,68.29,0,0.014432096983691729,0.6,0.9,1,1.0,0
R0766,Electrical,Wiring,29.149014,77.266253,W0690,Suresh Yadav,Painting,18,4.2,1,1,28.700957,76.902311,61.13,0,0.01609528408176404,0.9,0.8400000000000001,1,0.9,1
R0767,Electrical,Appliance Installation,28.833592,77.591936,W0255,Vikas Joshi,Electrical,4,3.8,0,1,28.780371,77.343017,24.96,1,0.03852080123266564,0.2,0.76,1,1.0,1
R0767,Electrical,Appliance Installation,28.833592,77.591936,W0437,Deepak Mishra,Electrical,10,3.7,10,0,28.867987,77.193558,38.99,1,0.02500625156289072,0.5,0.74,0,0.0,1
R0767,Electrical,Appliance Installation,28.833592,77.591936,W0153,Vivek Patel,Electrical,1,3.8,5,1,28.524791,77.555644,34.52,1,0.02815315315315315,0.05,0.76,1,0.5,0
R0767,Electrical,Appliance Installation,28.833592,77.591936,W0413,Amit Sharma,Electrical,5,3.7,7,1,28.568554,77.195653,48.6,1,0.020161290322580645,0.25,0.74,1,0.30000000000000004,0
R0767,Electrical,Appliance Installation,28.833592,77.591936,W0934,Rajesh Sharma,Electrical,11,3.3,2,1,28.943775,76.890932,69.34,1,0.014216661927779357,0.55,0.6599999999999999,1,0.8,1
R0767,Electrical,Appliance Installation,28.833592,77.591936,W0357,Deepak Gupta,Electrical,14,4.3,1,1,28.549856,77.110067,56.61,1,0.017358097552508247,0.7,0.86,1,0.9,1
R0767,Electrical,Appliance Installation,28.833592,77.591936,W0371,Sunil Sharma,Electrical,4,4.5,8,1,28.864288,76.864759,70.91,1,0.013906271728549576,0.2,0.9,1,0.19999999999999996,1
R0767,Electrical,Appliance Installation,28.833592,77.591936,W0587,Karan Verma,Cleaning,12,4.2,7,1,29.177158,77.023001,67.24,0,0.014654161781946074,0.6,0.8400000000000001,1,0.30000000000000004,0
R0767,Electrical,Appliance Installation,28.833592,77.591936,W0211,Sunil Singh,Painting,6,3.1,8,1,28.409659,77.464329,48.76,0,0.02009646302250804,0.3,0.62,1,0.19999999999999996,0
R0767,Electrical,Appliance Installation,28.833592,77.591936,W0331,Deepak Joshi,Gardening,11,3.2,10,1,28.608176,77.46182,28.09,0,0.034376074252320386,0.55,0.64,1,0.0,0
R0768,Gardening,Lawn Maintenance,29.151721,77.202307,W0150,Ravi Joshi,Gardening,6,4.2,5,1,28.499076,77.256116,72.76,1,0.013557483731019521,0.3,0.8400000000000001,1,0.5,1
